"2","laboratoire de transformation partagé","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"10","magasin de producteurs","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"2","abattage mutualisé","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"2","Coopérative Le Pré Vert","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"4","service de remplacement","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"4","troc de surplus de production","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"10","cuma","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"10","soutien à nouveaux installés du secteur","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"19","entraide et coup de main","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"1","poipoipo","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"10","prêt de matériel","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"1","Confection en commun de paniers","Participez vous à un réseau de solidarité entre producteurs ?","sl01"
"4","service de prise en charge du transport","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"6","conseils techniques","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"7","service de prise en charge transport et vente de vos produits","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"7","transformation mutualisée","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"12","mutualisation de matériel","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"3","accès à un abattoir local","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"14","mutualisation de personnel","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"1","Achat d&amp","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"8","formation","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"1","poipoi","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"10","appel à bénévolat ponctuel","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"3","gestion des déclassés","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"2","autre","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"4","gestion des invendus","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"1","j'aimerai participer à certaines choses mais mon état de santé ne me permet pas d'y répondre actuellement","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"4","service de prise en charge de la vente de vos produits","Si oui, lesquelles vous semblent répondre à un de vos besoins ? (plusieurs choix possibles)","sl02"
"12","temps de réflexion partage avec les élus et organisations professionnelle locales.","Seriez vous prêt à rejoindre un groupe de réflexion sur la résilience alimentaire ?","sr01"
"7","temps de réflexion partage avec d&amp","Seriez vous prêt à rejoindre un groupe de réflexion sur la résilience alimentaire ?","sr01"
"8","temps de réflexion partage avec d'autres acteurs : restauration collective, transformateurs, association consommateurs.","Seriez vous prêt à rejoindre un groupe de réflexion sur la résilience alimentaire ?","sr01"
"7","temps de réflexion partage avec des producteurs (exemples de thèmes: la gestion du foncier, les transmissions d&amp","Seriez vous prêt à rejoindre un groupe de réflexion sur la résilience alimentaire ?","sr01"
"2","autres","Seriez vous prêt à rejoindre un groupe de réflexion sur la résilience alimentaire ?","sr01"
"7","temps de réflexion partage avec des producteurs (exemples de thèmes: la gestion du foncier, les transmissions d'exploitation, diversification de production, reconversion, ...).","Seriez vous prêt à rejoindre un groupe de réflexion sur la résilience alimentaire ?","sr01"
